release	have	want
10852080	3	5
5983729	4	142
8085931	12	3
9900720	19	1
12534687	15	29
31796972	3	0
30696547	0	0
16255851	1	6
19946020	0	0
17909506	5	9
29416549	2	0
33465998	0	0
11232339	0	0
14517908	0	7
14950962	8	14
5123433	11	2
10910152	48	376
15993457	0	4
9856992	14	5
14385292	2	0
18439648	63	67
24557021	0	0
30274103	2	0
5099308	13	14
10382097	16	1
12924179	0	0
8573896	4	0
21890785	0	0
6028071	170	21
15684332	7	13
17958301	11	11
13671509	1	2
16256070	1	1
28264051	3	1
9928272	0	0
29401366	1	0
11410252	7	44
23930801	0	1
5365799	3	0
11713131	4	44
9893471	3	20
12875692	3	1
13465756	3	42
21046582	40	18
27342006	1	0
33325833	0	0
14267563	33	15
9490576	5	1
26343551	3	0
27688719	5	6
14309781	0	0
11591985	2	1
12108997	10	13
5199508	26	23
9556783	5	1
5244232	0	0
16171118	1	0
30681436	0	0
31246411	1	0
7852317	4	1
6862914	116	114
5794813	6	2
13187492	0	0
21792223	3	1
8807496	1	13
19230088	2	1
8970927	3	1
20828629	5	2
29469769	3	4
19524361	2	0
8029007	0	0
26864726	6	4
6312344	6	1
8221293	2	0
22178128	0	0
27695688	5	9
14213246	22	45
11816477	50	16
12695075	23	17
6971982	6	0
29212819	146	8
12367497	74	22
25572847	4	44
31955021	0	0
12278429	167	59
5400342	7	2
7541745	2	7
23087099	1	0
15064161	2	2
8262519	55	15
9842167	1	1
6119358	11	2
15824528	1	0
11648976	0	7
25394059	3	0
5027212	24	5
26313089	8	4
32800701	3	0
4953613	3	0
9080346	3	3
8506560	0	6
10209573	1	3
13183208	29	30
12162477	11	10
15951447	0	0
29341114	1	1
14011302	4	4
13235513	19	9
8911954	251	219
32352456	0	0
15990638	0	0
16233163	2	14
30126782	7	0
6170145	16	19
16249904	15	0
16656735	1	0
6051106	1	1
13511353	15	14
15374364	11	7
9063516	22	5
17873278	1	1
11289487	2	0
25157071	5	0
31586110	3	0
8773663	13	17
6215457	33	11
35498677	3	0
5745029	20	9
25350298	1	1
8181309	16	2
29288815	0	1
13758535	5	0
12422036	3	2
6498469	38	8
13287564	1	4
10578992	25	3
7997415	15	19
29729089	1	0
33169377	0	0
5706516	141	75
7615260	0	0
6596631	89	33
34488373	3	0
13392083	14	21
30881148	1	2
15846330	1	0
5019664	64	135
4792996	4	1
12995919	8	3
6897349	5	104
16203832	4	0
29971732	3	0
13912466	1	14
24028634	0	1
6845982	117	275
23385566	5	0
6812083	31	5
5519571	59	5
9400500	17	9
11076837	9	2
11100870	25	5
6825995	1	2
10095364	10	13
17113206	0	0
13960164	2	0
12625698	502	85
12275237	5	1
23086856	2	8
32513064	10	8
13786358	1	0
33972054	2	1
4783630	0	9
4774242	326	4
9634044	2	0
10449238	43	25
11006088	1	0
26256968	3	6
4867226	5	2
6799808	50	14
25777042	4	2
11454754	23	7
12331898	3	4
15919961	1	5
12922432	9	24
33544788	1	1
13646235	0	0
27044034	2	7
28838068	1	0
30860250	2	0
27135693	1	0
12358035	24	7
32434563	1	4
9068966	16	29
6047548	1	0
14936877	11	25
15637437	1	8
20594812	1	0
19535446	0	0
26831387	1	0
9319522	5	5
9950145	5	0
18220600	11	1
11539253	1	3
14984863	52	17
15564078	8	0
16456302	16	4
8571331	8	6
24637010	1	0
23302253	1	22
35051072	0	0
14464090	1	1
11621272	44	13
14202641	44	5
15022793	2	20
33946476	2	18
24844850	2	1
15500708	4	8
14595498	3	28
5185765	100	6
15148064	19	9
35417227	1	0
5131686	1	0
12452324	16	28
28960459	0	0
5963847	78	45
15833666	1	8
16690065	1	5
25402129	3	0
4991942	7	1
17923183	0	1
14837391	0	0
28239049	22	3
33791454	17	3
7556312	25	5
9217976	3	3
12159852	18	0
14102758	0	0
14888157	12	5
8004815	6	2
13287771	7	15
6626598	28	45
28774744	3	0
12034115	2	41
7090029	3	17
12361258	4	0
7548824	7	19
12896427	352	256
20649205	43	116
10679268	29	17
13165759	10	0
9507294	4	4
21717052	6	7
6210222	44	92
10620347	1	0
6470858	17	2
10930381	12	0
14865640	3	1
6774005	182	58
29944180	0	0
5547216	717	174
35143802	1	1
6910031	20	40
5912879	25	2
26583065	8	0
17571649	2	0
7223998	84	110
9570247	4	0
21472561	13	0
4965371	21	25
18380767	1	0
22120462	1	2
24296303	4	2
13460419	0	0
7056053	1	1
11236835	123	35
13380080	124	38
20748982	2	13
7029918	293	190
9162212	5	1
11261596	31	9
13276264	149	46
15727969	1	1
14167774	0	1
22603796	4	1
6237539	3	0
7597997	0	0
19233520	11	29
8328266	9	1
8207987	2	0
32604852	5	6
26354555	1	0
5130609	0	8
16779870	2	0
20227822	0	0
14040220	2	0
20361514	6	2
12844318	0	2
10882667	44	7
11664036	11	6
10418977	8	3
12170730	6	0
13801100	3	8
7771996	1	8
10043332	58	36
8353991	41	23
31120781	1	1
9137721	45	46
6903149	35	8
8326641	14	5
9382286	44	33
10699329	1	1
6356112	15	23
22872152	1	3
30366605	0	0
34364875	0	0
8473018	47	4
11747838	1	7
31252438	0	0
31188766	1	0
12401076	2	10
14488032	83	80
10552844	5	4
15595901	1	0
20973454	5	4
24684731	10	4
29409691	30	0
28019280	0	0
30662854	0	0
32630316	1	0
7854764	11	116
11143120	4	1
25123546	1	0
6070867	167	72
7068210	3	0
11200825	4	19
13317357	38	11
14137575	4	2
15148070	13	4
29801446	1	0
6377313	0	0
6373830	2	2
16152878	5	2
9842154	0	0
10389326	19	35
15963160	17	1
8336940	3	14
31559788	2	1
8218302	6	3
5682399	10	213
24161678	0	7
4948051	289	491
14054609	0	0
33533601	0	0
21357736	2	0
19404040	4	20
4739448	14	41
8824626	6	22
11249856	5	14
30334196	0	0
8692011	34	12
9068502	94	11
35444995	1	0
17753818	2	0
8188827	43	8
6550396	29	30
6104062	83	16
12438187	97	289
21537331	3	0
9432214	5	10
13025434	19	1
15713360	4	3
35286358	0	0
14411237	4	4
29708536	27	11
24198704	2	0
25037677	1	6
13675323	1	7
16481883	76	64
7138531	274	181
5245146	231	8
5720039	6	15
6507123	5	7
11054258	14	5
9074024	2	0
29666503	1	2
17325652	1	0
14819864	75	53
5930372	23	3
24103562	0	46
5604667	12	2
7290225	22	10
15271379	45	6
22201642	0	0
12314621	6	1
12163522	4	16
11982449	1	0
11548889	4	0
7227599	4	5
14146655	0	0
20461408	1	6
7325399	1	0
9364036	0	3
9537537	1	0
10363576	25	16
6649712	46	129
8300033	13	146
16649400	0	0
11908166	2	2
33645114	0	0
27131874	2	0
14053764	9	2
13513501	7	5
6507326	340	474
15964173	3	1
16822728	1	0
8210975	10	2
14068688	8	1
13752051	1	1
14336363	4	0
15949237	1	0
12400409	15	45
4847272	208	217
7729350	7	1
11332131	0	0
7537649	0	1
32197107	1	2
32337015	4	3
23367413	2	0
7771625	0	0
14581153	2	3
19467346	0	7
15951241	2	6
11373351	63	10
11385993	26	3
8240986	9	3
9710386	5	13
16187930	7	2
33158883	9	1
12751864	12	94
24355631	0	0
13026805	0	1
26614676	1	0
25234996	0	0
29209723	1	0
8528623	3	0
26104426	1	1
24965647	1	0
19005172	8	3
29814604	3	0
10946906	3	13
11740260	2	0
12840647	3	2
6769761	18	64
34821134	0	1
13843623	36	11
35054609	1	0
5260957	29	4
14700113	20	285
18622264	0	3
25522129	3	3
15198520	3	0
21152455	2	1
4970365	5	0
22463374	15	0
32811474	0	0
20250028	1	2
11142017	1	0
12857646	2	6
6469707	42	3
6292699	22	2
10581502	9	1
12136440	9	3
23607779	0	1
11527653	33	12
27765759	0	0
5422427	149	162
32694984	2	0
5520538	11	7
5746239	5	0
30386837	2	3
22421068	0	0
9353301	58	9
11288163	2	2
13823837	7	0
25598077	41	12
35236576	1	0
29321191	0	0
13841304	4	2
9151461	2684	745
5106923	96	37
34143496	1	0
14052886	1	49
16237361	2	0
6682441	323	771
15442950	3	0
8303906	4	3
11150076	1	0
13923896	85	10
18869134	0	0
35422684	1	0
13886043	1	3
11799695	65	3
6697140	9	5
10675686	15	0
33852423	3	1
15786442	3	0
13663565	9	6
24811289	1	0
19518727	3	22
16527777	0	6
29299582	1	1
15166486	44	61
9650698	4	83
6349016	114	95
11209825	22	10
13700082	12	12
7719061	1	1
23430902	3	5
19418401	4	1
13743937	1	0
7340262	4	3
8953665	1	41
6956037	5	27
5220316	16	16
7771278	46	2
33967809	0	2
12920667	10	20
11601703	2	1
25605538	109	50
12916282	2	0
12820210	3	2
24598127	281	164
5964705	53	54
10981212	2	2
18083611	4	0
23282567	1	0
11845478	7	1
11024929	5	14
22430845	0	0
13567155	290	80
9151584	22	4
11734161	0	0
9257890	93	41
25104394	11	3
8168288	4	3
10739340	1	3
14742468	191	18
10136931	13	4
14421043	5	0
5800071	15	3
15857889	7	1
9610643	4	10
7137337	25	10
6520416	297	89
9235465	9	19
26269046	0	0
5595410	147	147
6770468	10	76
32051622	8	0
13725876	18	19
20586535	2	0
8188882	4	0
12508951	4	4
28383934	3	7
29541349	7	0
29896990	5	3
14930797	0	4
5478706	35	12
32073918	1	2
13264736	3	0
21316006	4	2
7004414	13	38
30237062	4	2
6548764	425	123
6181865	1	1
27463563	1	0
10261960	3	27
13132646	13	9
24541673	2	3
15804412	3	4
28077595	621	185
14201404	3	1
4948798	13	7
11966025	12	3
14658574	9	1
33028668	1	0
17669866	0	10
15531216	6	0
4772439	23	11
5413049	0	2
17246962	6	1
5730675	33	5
8288526	4	11
13347281	1	6
30411428	160	9
7127015	3	2
12235375	2	1
11089777	1	9
12317013	5	12
6404719	18	7
24313703	1	0
6939561	42	14
22281079	1	2
25299886	11	28
20638915	1	0
30169136	0	0
8225060	13	10
10192172	5	8
5719423	123	10
22939856	0	0
20208238	1	0
30941803	15	3
7392118	39	10
14303969	42	12
15325100	5	5
19696855	2	16
29195842	1	1
12897122	3	1
5863014	16	6
5907592	2	4
23138060	1	6
28183294	0	0
14749975	4	19
12899957	91	15
8257484	2	1
8237814	11	7
8982951	2	15
29855938	1	1
29773234	7	2
6568710	25	12
28865134	0	2
28202533	6	1
9996428	15	17
12866286	3	143
15402965	7	3
22461202	17	15
8646825	58	4
10340657	5	14
33985962	0	0
4958457	113	158
16025394	2	0
28532413	7	1
10527983	4	0
16320315	14	6
6312758	8	5
16024603	2	13
7471490	6	1
27106905	3	0
21508576	5	1
12274220	1	0
15378409	154	39
29569873	2	0
6756630	29	2
13178271	19	29
28073353	0	0
4840349	108	16
6259717	5	1
29995369	1	0
12435924	68	6
7143041	63	28
8269563	946	527
9841132	10	5
10083657	21	3
5118290	1	1
9488246	4	1
10185649	5	3
12834576	18	178
10749712	24	74
18044191	0	3
31304082	6	38
5398231	3	0
4893447	227	0
8024720	5	2
14648008	22	5
9238364	3	9
10590529	2	0
5584771	89	26
19650796	36	15
24492998	1	1
13105943	5	0
12139714	13	6
29157886	115	14
12336871	9	3
7239055	54	6
8346974	1	6
16364943	16	18
9362281	4	1
19689013	22	9
10199455	2	0
12391026	5	0
10063487	13	8
9441392	68	37
19838677	9	2
10604821	77	7
6077989	14	17
22595984	8	52
6626715	13	101
14555858	7	15
15219127	0	0
34050820	2	8
12300725	4	1
20051356	1	5
20321029	4	2
13605937	55	33
34244971	2	1
24191291	0	0
8564966	8	0
8693003	1	0
19031710	3	1
18518656	6	17
7702011	14	13
10508556	2	18
9752824	1	1
10877988	0	0
20201989	6	9
11641204	14	52
29108581	3	3
17588050	10	70
7157515	7	2
14885881	2	1
14127222	4	42
10409803	24	14
11339942	0	0
33563643	0	0
8713756	5	98
29448136	1	1
32477034	58	61
8496682	6	0
13766854	3	2
12744082	550	71
7220477	356	771
6320539	6	7
4962895	4	1
33928122	3	1
32294595	246	28
34916789	0	0
34531687	17	2
33285468	47	11
6386001	110	45
28942270	0	0
23349272	2	0
7751535	5	2
23699273	3	4
29332735	1	1
13382926	0	0
5263124	20	2
15660758	4	3
8013744	1	1
18629473	3	1
6985367	30	37
13686038	4	1
4704130	21	46
9762712	44	8
13343387	26	27
15396938	1	4
22134742	4	0
26541266	1	1
8246889	55	3
5529380	11	5
11406040	9	4
23709470	19	22
10751923	3	9
9382068	62	4
9544286	10	21
12687719	0	2
11977287	1	1
27898725	127	91
14026907	0	7
10387565	0	0
8700165	52	15
22679813	87	69
6979434	1	7
8810923	23	8
14932796	0	0
14210235	3	1
13382827	926	89
10506895	2	2
11204914	16	3
15141105	5	5
17259007	68	32
5860759	4	3
23320352	11	136
18864073	3	0
29437549	15	23
22135240	1	1
32069139	0	0
25283443	1	0
34098781	1	0
7181255	0	0
6499534	50	27
31687169	1	5
4868871	43	56
12351216	5	3
25397995	2	1
7582554	1	0
6881788	11	5
18582646	3	20
10774149	0	1
19149541	3	5
33889803	1	0
17051082	4	0
16135732	3	3
14953636	3	6
34632634	3	0
14874297	2	15
29334919	1	0
11866315	9	41
27128535	3	0
14446643	13	3
32526102	0	0
28930189	3	5
5712720	64	56
20056240	2	2
5979597	36	7
24233621	68	91
17944750	1	0
15919041	3	7
35308462	1	0
11491015	2	2
16299058	0	0
5269081	2	9
22307572	0	2
6947905	12	0
10174194	3	1
8846003	70	49
7562899	23	119
16254328	15	1
16566048	2	0
4941538	6	20
8019322	2	0
10749840	2	26
18361648	29	10
29601826	0	0
10154340	14	4
4773134	47	34
7425595	22	310
6073661	5	15
6358957	6	7
7451006	16	13
30880965	0	0
14797586	0	0
7508793	5	3
35197447	0	0
20924458	2	1
8032712	6	3
15169919	1	1
26789240	621	50
13461670	36	2
5628774	0	1
30222818	6	1
13166637	1	0
16316421	1	0
6774269	9	2
30820377	0	2
8764497	10	0
10803426	6	3
5713810	14	2
23680508	1	2
15626825	9	3
13886064	23	24
14907924	5	1
15314065	1	1
14042000	0	0
14137383	11	104
14056193	6	15
28939165	1	3
10279582	1	1
14995580	3	0
8041816	2	0
8519312	4	4
26641676	25	22
11435100	7	17
5857799	12	40
7696540	8	9
10006978	26	16
22323499	893	1663
6773705	1	5
18419341	9	5
14888488	15	3
6641566	7	2
30665800	0	0
5955169	5	5
12680519	0	0
13257798	1	0
13558564	6	6
14698955	3	3
28138516	3	0
13175331	22	1
14354124	11	18
6330157	5	11
9761930	10	2
17630776	12	2
6496220	14	1
5842131	0	124
30411113	3	2
33523992	0	0
24562898	6	8
29954293	1	0
13025282	74	9
7526651	1	0
15410034	8	4
33066273	0	0
11693084	16	1
9218283	3	3
5665138	21	6
21953215	8	6
11875687	2	2
33885717	1	0
11578052	11	12
17043738	3	11
5250021	10	22
7014282	26	3
21422872	2	10
4743212	10	2
5108261	46	13
5490091	0	1
12057241	79	72
13782840	4	1
7590504	7	7
15587964	20	8
12479849	14	2
4870430	10	28
11768322	2	17
30174146	2	0
10122203	64	41
5354528	107	4
15415000	1	0
20555470	2	10
32898486	0	1
7710340	200	65
11411581	49	30
8763170	9	9
16533327	1	1
7856146	37	6
18729388	0	0
15214931	17	2
6507042	7	0
10762957	4	17
10808634	76	4
4718563	8	0
7260595	78	137
11038314	2	0
9488579	22	13
8172813	38	9
15879618	0	0
13073886	7	47
23425475	2	1
24009197	2	0
34226944	1	1
5010734	1	0
13917576	0	0
6125240	21	7
12410481	1	0
28474696	1	6
9680226	3	0
7255511	9	10
34136071	22	7
8193286	0	0
33654525	1	0
8095487	9	4
32538759	1	2
33713559	1	1
30104120	6	0
8854306	2	3
16433640	1	10
19880833	2	0
5272253	5	5
10527434	50	2
25566520	1	2
30903183	9	22
23754326	5	2
25104247	0	0
14962524	1	3
8183953	18	4
13665390	2	7
19524073	0	3
22293268	1	4
17897182	3	24
25359304	1	6
32028116	1	0
27988095	5	1
33361898	1	1
34520275	1	1
9815137	0	4
10039742	3	15
28854955	4	3
13655054	2	0
6828869	0	0
12207561	0	0
15993113	1	0
4926289	4	6
13484571	0	0
8948728	0	0
14120961	1	6
16213168	0	0
11978358	91	7
11667937	12	11
12407217	3	4
15582541	0	10
33375905	1	0
7711478	5	12
5337828	7	0
6432840	1	10
4964071	99	197
33787854	1	0
12035757	1	0
20118874	1	0
35353582	1	0
9016708	33	1
7089211	292	16
8580956	710	131
15233141	4	2
14749465	1	2
6847371	34	1
22289434	4	5
8902252	9	12
17849650	0	0
18666379	4	2
9991931	33	26
22978889	363	48
32248956	3	1
7823213	7	6
9003315	10	5
11491098	4	0
6279719	5	3
16109711	2	1
4815838	18	2
12278419	2	0
6012683	25	2
20341399	0	0
11946918	6	10
22055461	0	1
30596635	1	18
23934107	0	0
11238900	3	66
10979082	16	2
16229836	5	4
8996122	691	60
5007596	66	2
12115579	12	5
15325688	2	4
7675011	5	7
25552129	0	0
32040587	0	0
12498294	5	30
6878482	0	0
32108658	0	6
26948156	314	20
5167763	2	7
29976919	1	0
33731280	1	0
15421896	20	13
10579755	22	8
9999674	11	7
29504824	2	0
19060054	6	0
28961002	13	3
11400291	2	3
13879589	1	8
30948694	0	0
30757899	2	1
19630036	296	99
16371180	4	1
7259361	0	1
7907748	22	31
23073788	24	17
5768660	32	5
11119333	72	63
11722233	18	14
13471269	2	0
25548517	2	8
27823377	1	0
30676399	1	1
15843462	3	1
5491996	98	143
34689273	1	1
19725703	0	25
11983339	12	5
20821453	73	28
9229464	88	4
14132555	371	212
15693424	1	4
15706546	33	18
23107355	0	9
6085186	13	1
7372465	2	0
29911801	11	17
16128174	14	3
6108190	5	16
9459776	61	129
14665560	21	2
32928642	203	49
12742073	1	1
7130543	20	1
8688218	56	68
31504460	0	0
15320459	10	16
8114804	12	11
9315997	166	9
7481708	225	75
10468283	6	8
9639682	1	1
6827184	8	129
7297817	2	0
8315841	17	5
11996720	6	2
15688758	7	2
7564885	15	0
13022612	2	0
11641473	11	21
13685857	1	1
25369480	1	3
32900280	1	0
8951385	3	30
18539257	6	1
11242756	6	36
7023597	5	1
7133471	10	11
11308223	19	4
9363875	16	48
10916754	1	0
12603436	3	1
8876852	2	2
9301145	1	0
10608706	1	25
5149893	55	14
26765960	26	18
14385201	13	2
9246195	18	3
14184437	1	0
17379193	3	8
30485087	2	0
4722041	54	20
18664486	4	0
14393639	2	3
20935558	1	0
6017063	29	25
9334202	1	2
11317783	2	0
13727955	1	3
35195101	1	0
9434544	1	9
6210141	263	3
11698624	0	0
4909382	3	0
28664236	4	0
16206160	3	3
32235417	1	1
5050601	16	15
8959127	17	7
4958640	6	1
29161330	1	2
5770844	18	12
11249267	3	20
26049298	2	1
30447293	1	0
12165672	6	4
6426076	44	9
15670839	2	0
6074448	11	185
24799349	92	83
30430562	1	0
31663607	3	0
11443892	1	0
28906933	1	0
22856705	6	0
10151662	18	40
5135064	7	8
22976804	16	21
7329157	19	67
14766937	4	18
27927675	0	0
11087526	4	0
24003644	0	0
7663687	7	7
8486220	5	1
8289493	132	94
16751811	1	0
8927818	24	25
15575579	12	4
8388267	28	11
4933698	10	9
28659109	4	1
6345344	12	9
14907258	1	9
5366400	9	8
16010077	1	1
30776880	0	0
29718883	1	0
9897185	2	4
10053027	4	2
31653983	0	2
12056815	4	0
17249311	4	2
7941513	10	1
10493090	0	0
17436166	4	12
29782438	0	0
34843781	1	0
11357082	13	30
20814697	1	3
19501330	45	7
9388786	1	47
14632947	0	1
9822841	7	12
11402739	10	3
21705490	0	0
10423297	0	0
8678443	3	13
31877716	2	11
33448313	0	0
35031173	3	1
9689345	2	4
33237540	0	0
8865177	0	1
10426943	2	3
10786541	1	2
33493916	3	0
13246268	4	4
19119313	0	1
17945908	3	4
20744305	1	1
23496689	4	1
17380063	0	7
25170010	83	28
35097140	1	1
11864570	0	0
34072003	4	0
13766171	1	0
11696791	6	2
12166802	5	0
25036318	2	1
13923960	943	1613
31060094	1	2
13642191	2	2
6061549	4	52
18393802	1	1
16074053	2	4
6743749	4	3
12619433	2	16
11703966	64	19
27875346	7	1
12552668	2	0
10504032	5	3
8228084	391	81
7084503	7	33
31205248	1	0
32563389	1	1
11042071	24	4
26373089	91	20
30633256	0	0
8743142	6	1
12782731	68	23
28675705	1	0
12853483	4	8
24935133	0	1
4739203	20	58
12903745	5	1
24914759	0	0
5857504	360	300
9205284	13	1
12511165	1	2
14441593	2	2
5531724	16	1
16062389	1006	574
5499255	13	8
24459425	1	9
9008704	5	1
27225843	1	1
8947006	101	23
22355689	2	0
8584676	11	17
10774894	12	2
28069276	1	1
22249921	4	7
13016409	305	131
20199151	0	0
5842159	50	96
29152978	28	10
7525905	492	94
22313977	1	1
26325050	2	0
15996116	1	2
15761568	8	6
13214501	6	5
13816695	3	4
6928068	0	2
21153568	7	0
21303922	0	0
24206297	0	1
18994468	1	0
24257999	0	0
12515060	4	2
10189842	38	19
16400463	9	2
7255644	4	9
12734752	0	4
23090372	174	27
12651113	3	6
30636499	4	0
33381599	0	4
15298739	1	4
23188643	24	38
27513837	85	26
12556113	23	3
15064487	202	34
4785366	4	2
19108849	1	2
28642912	21	6
30436148	1	14
4729962	104	45
13691450	7	3
8599611	17	4
25387117	1	27
34820474	1	0
11658509	3	27
13355884	5	0
31572769	2	1
4793710	9	1
10424991	8	7
14766725	19	0
30684391	0	0
4969388	0	0
17428537	16	1
24415121	0	0
12545709	0	1
13417142	4	1
35129417	0	0
4883193	44	8
8505086	8	2
11234430	12	34
13551747	157	7
9075975	3	1
6755978	13	12
6284805	19	9
7954396	0	2
10612122	11	7
10882759	5	13
18228862	5	19
33445751	0	0
31716626	2	0
12074526	11	9
13648900	3	0
28672993	0	0
11303070	6	9
11117996	4	0
13642461	4	2
8074640	3	16
18664123	3	0
12157478	7	8
23037680	2	0
31765361	56	26
6239796	11	15
10912571	1	3
13996367	1	3
14290758	138	50
26149073	2	0
5400201	73	39
16987290	1	0
5067167	69	14
8775639	48	16
24437024	2	4
29362870	1	0
30392120	32	184
9125110	40	18
10023976	1	32
13818838	0	1
5371356	91	7
10387562	23	5
13400508	36	1
25232752	6	6
26084599	9	4
16216976	4	1
15032198	4	1
17255131	0	0
34575655	1	1
8479646	2	0
14986894	8	3
28628212	0	0
12878281	173	163
14432671	0	0
8893794	51	2
21124741	0	0
11951805	11	1
19308079	6	2
4935711	114	28
12392449	11	134
24494771	10	52
16373607	1	0
19059085	1	3
8242655	3	0
29339863	4	0
6154821	4	0
10859208	3	3
22948463	6	3
11169483	6	2
6313668	192	9
34148605	1	0
10350402	179	169
31902292	2	0
11772868	2	10
7513117	5	18
8766280	52	128
12828981	18	45
11481057	1	3
23611565	1	0
15006778	13	1
13021496	3	2
14185878	2	8
9362267	2	3
7326757	43	2
9907551	9	36
15812449	1	0
20901676	0	0
13249449	3	1
8779334	39	1
23279867	2	9
9537688	2	1
5338191	12	15
35417596	1	0
6900132	1	1
9083415	0	0
5822862	0	3
7746531	9	5
8226858	26	14
5730639	94	2
18575722	4	1
26827262	1	0
33428999	0	1
12451420	12	7
20139796	5	6
29976379	0	0
6153577	0	0
26844155	1	0
14574711	9	7
10414503	19	6
9529629	8	9
14958949	0	1
13585169	10	71
13637037	29	13
17059317	5	0
15979563	1	0
5150021	2	0
21061312	1	1
32428482	9	4
5340812	15	2
7846359	6	0
13370448	6	4
23044076	2	10
17421241	12	3
8707967	26	6
14686153	3	0
10131630	26	1
7186439	9	6
11208312	14	2
6441856	5	1
8513218	12	5
13129930	2	1
21122044	3	35
32372817	0	0
10169263	5	1
6333747	23	3
5283736	6	3
5891127	19	10
10353731	3	0
10729298	2	5
17232742	0	1
17512759	1	0
14257406	9	1
15336431	4	0
8783154	117	47
16773657	7	6
15237627	5	22
15265110	21	15
5149542	159	35
17847910	4	5
18949204	3	5
31118102	2	0
11820666	25	160
12630050	9	0
12088193	0	0
6348645	11	16
20563804	1	0
21677296	1	1
13359488	2	1
7790224	14	0
9008494	8	16
10739770	5	2
8342730	0	0
18257155	4	4
14125633	28	2
13041435	0	4
15284155	9	0
16990305	15	2
10567497	4	4
30136133	0	0
8547383	171	155
22735859	2	1
20941423	34	0
8608724	2	1
4857457	87	61
11609885	16	78
13280920	4	4
4765864	2	1
7104695	12	1
12150477	1	1
8330193	3	1
6224826	2	4
14721644	29	3
21081883	1	0
4987805	10	169
27364809	0	0
10789920	4	1
27333363	8	8
5061770	114	12
6977318	243	15
4729048	5	1
14780933	14	4
10604601	5	12
22995617	1	1
16197001	37	8
28617100	0	0
15099683	7	0
16255280	8	35
30950974	3	0
32320179	0	0
14129501	0	0
6496316	2	0
26409851	0	0
13946073	4	1
30660193	2	9
34050049	2	0
11002243	19	5
16831587	18	7
10606061	18	5
7006656	72	4
14651255	0	1
5111471	26	13
10883068	346	253
10573627	8	4
7355397	13	66
12502233	0	0
31842092	2	0
4955759	22	4
22687655	4	2
27444084	2	0
31000885	0	0
5373709	203	76
22777694	2	1
6600212	5	4
33561441	0	1
5055724	66	24
6440720	1	20
14836093	14	0
6105149	24	44
18645280	5	1
26874698	1	0
26904224	15	2
24881456	5	6
12030544	2	9
21001030	3	1
22092004	4	2
29306347	4	6
5683363	44	15
9567895	0	0
9333400	1	1
11247743	165	40
12176282	7	4
14757547	3	2
5356564	7	3
8584627	13	5
21409705	1	0
34338238	0	1
5327370	4	1
12418142	5	3
12674259	1	1
14078849	0	0
30438374	9	1
5946159	46	1
11788272	5	17
33657327	1	1
12381071	9	2
23217839	2	0
35211331	0	0
22698077	0	0
12127392	0	2
6140921	13	3
33267657	0	0
9029018	10	68
9675707	5	3
15553828	0	0
9624792	16	4
33855393	1	1
7074667	0	0
5981019	25	21
6044352	26	6
5431568	79	52
6380527	68	52
6105366	4	3
4861970	172	88
14922477	2	14
10043260	0	0
20005369	2	4
32740989	4	26
26445746	0	0
10731242	9	0
9811259	8	2
15610855	7	1
11932953	0	0
6783998	16	9
27220431	21	2
19265356	0	0
21113779	3	0
6942179	80	26
10926899	21	3
5160212	202	5
7922042	10	10
10359227	7	18
14837631	5	44
16080019	1	0
18596746	2	12
14373168	0	2
33376832	1	0
7133383	1	9
15903905	0	2
7940174	12	6
12430355	4	16
8394280	1	0
9480843	20	7
6891172	4	2
11155086	5	5
13765615	43	6
20370280	3	12
25443037	1	4
25955416	2	0
13073734	10	4
12849444	1	0
5739922	39	39
31334449	0	0
7208037	3	61
20589697	1	54
12615876	4	1
14492406	13	1
26200886	8	0
26038315	0	0
26026180	1	5
13677322	3	2
13554187	1	0
17024454	2	3
8847384	2	1
22753994	17	11
15364933	3	1
29671735	1	5
5053410	1	1
14382002	9	44
25031110	0	0
8781944	17	3
10558010	36	29
19225081	21	24
10974550	6	0
35272780	809	56
13547345	2	14
8486532	73	24
11314550	0	0
14972151	21	5
6697223	23	6
12605869	3	39
23665442	1	0
16343349	2	0
35146546	1	0
15940880	4	2
17207389	1	1
13002042	2	0
6185601	70	23
11523054	8	3
10839117	11	47
17930083	5	3
10795551	29	19
34584508	1	1
27191676	1	0
28937341	2	2
30737749	1	3
7992818	78	100
12781605	39	43
18294394	22	0
10160511	10	2
13317076	13	1
16585794	5	202
7517120	58	38
6855393	21	4
23288384	0	2
22822640	2	35
21565414	0	0
10355456	22	4
10023464	10	7
10228153	11	8
10422977	12	8
31101488	1	1
7940620	5	3
5644248	173	109
12889725	22	6
28678984	1	0
14455047	8	0
6111927	54	127
7215127	11	6
9302986	184	75
14004439	5	2
9883820	22	11
35461126	0	0
20790739	28	19
27722415	0	0
29549380	467	155
33054666	6	2
12441684	3	0
24453260	0	1
8937429	8	7
11421153	7	34
34646449	1	1
12702848	1	5
15268785	2	0
12393691	11	1
32767008	11	3
11842444	1	0
5535525	12	155
9240761	51	6
17027598	2	0
13234952	2	2
14889274	2	7
28854976	4	0
20815825	4	3
26418191	1	0
14090510	5	3
13114173	21	4
21525319	21	27
13828244	9	4
25469095	2	10
5408553	61	12
22151164	2	7
27600120	1	3
5825542	189	207
9104401	16	0
35191336	2	1
5288066	7	1
11399559	4	7
20734432	12	7
5338959	38	1
9249413	2	0
28684645	0	0
